,province,municipality,latitude,longitude,detalles,calle,barrio,distrito
370,Madrid,Colmenar Viejo,40.6620032,-3.7670979,"{'amenity': 'Guardia Civil - Casa Cuartel de Colmenar Viejo', 'road': 'Calle de la Muralla', 'town': 'Colmenar Viejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28770', 'country': 'España', 'country_code': 'es'}",Calle de la Muralla,,Centro
371,Toledo,Camarena,40.0888133,-4.117776,"{'road': 'Calle Real', 'industrial': 'Polígono Industrial Prado', 'village': 'Camarena', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45180', 'country': 'España', 'country_code': 'es'}",Calle Real,,
372,Madrid,Madrid,40.3996612,-3.663134,"{'house_number': '46', 'road': 'Calle del Doctor Salgado', 'quarter': 'Numancia', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28038', 'country': 'España', 'country_code': 'es'}",Calle del Doctor Salgado,Numancia,Puente de Vallecas
373,Segovia,El Espinar,40.7728868,-4.2132079,"{'road': 'Calle de Niza', 'neighbourhood': 'Sexmo de El Espinar', 'village': 'Los Ángeles de San Rafael', 'town': 'El Espinar', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40424', 'country': 'España', 'country_code': 'es'}",Calle de Niza,Sexmo de El Espinar,Los Ángeles de San Rafael
374,Madrid,Coslada,40.4189818,-3.5392291,"{'house_number': '146', 'road': 'La Cañada Real de Merinas', 'town': 'Coslada', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28823', 'country': 'España', 'country_code': 'es'}",La Cañada Real de Merinas,,Ciudad 70
375,Madrid,Coslada,40.4232434,-3.5463304,"{'road': 'Calle Chile', 'town': 'Coslada', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28822', 'country': 'España', 'country_code': 'es'}",Calle Chile,,Valleaguado - La Cañada
376,Toledo,Seseña,40.1272247,-3.6702475,"{'road': 'Calle Rubens', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Rubens,,Urbanización el Quiñón
377,Madrid,Madrid,40.4564005,-3.7056355,"{'office': 'Viajes Mayrit', 'road': 'Calle de Francos Rodríguez', 'quarter': 'Bellas Vistas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}","Calle de Francos Rodríguez, 25",Bellas Vistas,Tetuán
378,Toledo,Seseña,40.1367969,-3.6664137,"{'road': 'Calle Van Gogh', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Van Gogh,,Urbanización el Quiñón
379,Guadalajara,Guadalajara,40.6368322,-3.1685217,"{'road': 'Calle de Miguel Fluiters', 'suburb': 'Centro', 'city': 'Guadalajara', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19001', 'country': 'España', 'country_code': 'es'}",Calle de Miguel Fluiters,,Centro
380,Toledo,Ocaña,39.9627744,-3.5014766,"{'historic': 'Fuente Grande', 'road': 'Calle de Mirador de la Fuente', 'town': 'Ocaña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45300', 'country': 'España', 'country_code': 'es'}",Calle de Mirador de la Fuente,,Centro
381,Guadalajara,Alovera,40.5923487,-3.2456706,"{'road': 'Calle Clavel', 'town': 'Alovera', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19208', 'country': 'España', 'country_code': 'es'}",Calle Clavel,,
382,Madrid,Colmenarejo,40.5602502,-4.0174547,"{'house_number': '5', 'road': 'Calle del Campesino', 'town': 'Colmenarejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28270', 'country': 'España', 'country_code': 'es'}",Calle del Campesino,,
383,Madrid,Alcorcón,40.3492684,-3.8292227,"{'house_number': '8', 'road': 'Paseo Castilla', 'neighbourhood': 'Parque Mayor', 'borough': 'Casco Antiguo', 'city': 'Alcorcón', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28291', 'country': 'España', 'country_code': 'es'}",Paseo Castilla,Parque Mayor,Centro
384,Madrid,Madrid,40.366914,-3.759137,"{'road': 'Calle de Francisco Lizcano', 'quarter': 'Buenavista', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28054', 'country': 'España', 'country_code': 'es'}",Calle de Francisco Lizcano,Buenavista,Carabanchel
385,Madrid,Madrid,40.4860308,-3.6861008,"{'house_number': '12', 'road': 'Calle de Ángel Múgica', 'neighbourhood': 'Begoña', 'quarter': 'Valverde', 'suburb': 'Fuencarral', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28034', 'country': 'España', 'country_code': 'es'}",Calle de Ángel Múgica,Tres Olivos - Valverde,Fuencarral
386,Madrid,Coslada,40.4226492,-3.5407224,"{'house_number': '5', 'road': 'Avenida de Roma', 'town': 'Coslada', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28822', 'country': 'España', 'country_code': 'es'}","Avenida de Roma, 5",,Ciudad 70
387,Toledo,Lominchar,40.0910982,-3.9638562,"{'road': 'Calle de Quiñón', 'village': 'Lominchar', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45212', 'country': 'España', 'country_code': 'es'}",Calle de Quiñón,,
388,Madrid,Getafe,40.2970317,-3.7555218,"{'amenity': 'Colegio de Educación Infantil y Primaria María Blanchard', 'road': 'Avenida Niceto Alcalá Zamora', 'suburb': 'Buenavista', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28905', 'country': 'España', 'country_code': 'es'}",Avenida Niceto Alcalá Zamora,,Buenavista
389,Madrid,Móstoles,40.3193269,-3.8696862,"{'house_number': '29', 'road': 'Calle Río Bidasoa', 'city': 'Móstoles', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28931', 'country': 'España', 'country_code': 'es'}",Calle Río Bidasoa,,Suroeste
390,Madrid,Fuenlabrada,40.2889156,-3.796248,"{'road': 'Plaza de la Orotava', 'suburb': 'San Gregorio', 'city_district': 'La Avanzada - La Cueva', 'city': 'Fuenlabrada', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28495', 'country': 'España', 'country_code': 'es'}",Plaza de la Orotava,,San Gregorio
391,Guadalajara,Guadalajara,40.6324195,-3.1621055,"{'road': 'Calle Arcipreste de Hita', 'suburb': 'Centro', 'city': 'Guadalajara', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19001', 'country': 'España', 'country_code': 'es'}",Calle Arcipreste de Hita,,Centro
392,Madrid,Alcalá de Henares,40.5045743,-3.3862578,"{'road': 'Calle de Honduras', 'neighbourhood': 'El Olivar', 'city_district': 'Distrito III', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28806', 'country': 'España', 'country_code': 'es'}",Calle de Honduras,El Olivar,Las Sedas - El Olivar
393,Madrid,Madrid,40.4219077,-3.6536601,"{'house_number': '14', 'road': 'Calle de Pablo Lafargue', 'quarter': 'Ventas', 'suburb': 'Ciudad Lineal', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28017', 'country': 'España', 'country_code': 'es'}",Calle de Pablo Lafargue,Ventas,Ciudad Lineal
394,Madrid,Madrid,40.3873972,-3.7578528,"{'house_number': '246', 'road': 'Calle de Camarena', 'quarter': 'Aluche', 'suburb': 'Latina', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28047', 'country': 'España', 'country_code': 'es'}","Calle de Camarena, 246",Aluche,Latina
395,Madrid,Guadarrama,40.6768267,-4.0809054,"{'road': 'Calle Magerit', 'neighbourhood': 'Urbanización Prado San Juan', 'suburb': 'Urbanización Vallefresnos', 'town': 'Guadarrama', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28440', 'country': 'España', 'country_code': 'es'}","Calle Magerit, 1",Urbanización Prado San Juan,Urbanización Vallefresnos
396,Madrid,Madrid,40.4695795,-3.703982,"{'house_number': '15', 'road': 'Calle de Manuela Mínguez', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28029', 'country': 'España', 'country_code': 'es'}",Calle de Manuela Mínguez,Valdeacederas,Tetuán
397,Madrid,Loeches,40.3984812,-3.4136208,"{'road': 'Calle Cañada de los Pajarillos', 'neighbourhood': 'Colegio Monfort', 'hamlet': 'Prado Concejil', 'town': 'Loeches', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28890', 'country': 'España', 'country_code': 'es'}",Calle Cañada de los Pajarillos,Colegio Monfort,
398,Toledo,Seseña,40.135057,-3.6707164,"{'road': 'Calle Leonardo da Vinci', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Leonardo da Vinci,,Urbanización el Quiñón
399,Madrid,Madrid,40.4687716,-3.6995272,"{'house_number': '4', 'road': 'Travesía de Pinos Alta', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28029', 'country': 'España', 'country_code': 'es'}",Travesía de Pinos Alta,Valdeacederas,Tetuán
400,Madrid,Guadarrama,40.6800109,-4.0786891,"{'road': 'Calle Nuevo Guadarrama', 'neighbourhood': 'Urbanización Villas de Guadarrama', 'suburb': 'Urbanización Vallefresnos', 'town': 'Guadarrama', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28440', 'country': 'España', 'country_code': 'es'}","Calle Nuevo Guadarrama, 11",Urbanización Villas de Guadarrama,Urbanización Vallefresnos
401,Madrid,Miraflores de la Sierra,40.8138507,-3.7658572,"{'road': 'Calle de Eusebio Guadalix', 'village': 'Miraflores de la Sierra', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28792', 'country': 'España', 'country_code': 'es'}",Calle de Eusebio Guadalix,,
402,Madrid,Madrid,40.4105363,-3.7021362,"{'house_number': '21', 'road': 'Calle Ministriles', 'neighbourhood': 'Lavapiés', 'quarter': 'Embajadores', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28012', 'country': 'España', 'country_code': 'es'}",Calle Ministriles,Lavapiés-Embajadores,Centro
403,Madrid,Sevilla la Nueva,40.3466075,-4.033115,"{'road': 'Paseo del Olivar', 'neighbourhood': 'Los olivos', 'town': 'Sevilla la Nueva', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28609', 'country': 'España', 'country_code': 'es'}",Paseo del Olivar,Los olivos,
404,Guadalajara,Yebes,40.5964113,-3.1080746,"{'road': 'Calle Sabina', 'suburb': 'Valdeluz', 'village': 'Yebes', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'country': 'España', 'country_code': 'es'}",Calle Sabina,,Valdeluz
405,Madrid,Serranillos del Valle,40.2047852,-3.8838069,"{'amenity': 'Autoescuela Serranillos del Valle', 'house_number': '16', 'road': 'Paseo de la Pradera', 'village': 'Serranillos del Valle', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28979', 'country': 'España', 'country_code': 'es'}","Paseo de la Pradera, 15",,
406,Toledo,Santa Cruz del Retamar,40.1161765,-4.2364093,"{'house_number': '2C', 'road': 'Camino de Arcicóllar', 'neighbourhood': 'Las Perdices', 'village': 'Santa Cruz del Retamar', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45513', 'country': 'España', 'country_code': 'es'}",Camino de Arcicóllar,Las Perdices,
407,Guadalajara,Guadalajara,40.6517481,-3.1650395,"{'road': 'Avenida del Juncal', 'suburb': 'Aguas Vivas', 'city': 'Guadalajara', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19005', 'country': 'España', 'country_code': 'es'}",Avenida del Juncal,,Aguas Vivas
408,Guadalajara,Yebes,40.5931633,-3.1067269,"{'road': 'Calle de la Encina', 'suburb': 'Valdeluz', 'village': 'Yebes', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19141', 'country': 'España', 'country_code': 'es'}",Calle de la Encina,,Valdeluz
409,Guadalajara,Yebes,40.5935633,-3.1081269,"{'shop': 'Udaco', 'road': 'Avenida María Moliner', 'suburb': 'Valdeluz', 'village': 'Yebes', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19141', 'country': 'España', 'country_code': 'es'}",Avenida María Moliner,,Valdeluz
410,Guadalajara,Yebes,40.5940633,-3.1082269,"{'road': 'Travesía del Brezo', 'suburb': 'Valdeluz', 'village': 'Yebes', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19141', 'country': 'España', 'country_code': 'es'}",Travesía del Brezo,,Valdeluz
411,Madrid,Madrid,40.4731048,-3.6359512,"{'house_number': '2,4,6', 'road': 'Calle de Curiti', 'quarter': 'Pinar del Rey', 'suburb': 'Hortaleza', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28043', 'country': 'España', 'country_code': 'es'}",Calle de Curiti,Pinar del Rey,Hortaleza
412,Madrid,Collado Villalba,40.6206783,-4.0207422,"{'house_number': '7', 'road': 'Urbanización Pryconsa', 'neighbourhood': 'Urbanización Pryconsa', 'suburb': 'La Estación', 'town': 'Collado Villalba', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28400', 'country': 'España', 'country_code': 'es'}",Urbanización Pryconsa,Urbanización Pryconsa,La Estación
413,Guadalajara,Guadalajara,40.64217,-3.1456299,"{'road': 'Avenida de Francia', 'suburb': 'Los Valles', 'city': 'Guadalajara', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19005', 'country': 'España', 'country_code': 'es'}",Avenida de Francia,,Los Valles
414,Madrid,Valdemoro,40.1929115,-3.6657067,"{'road': 'Calle Mallorca', 'suburb': 'El Caracol', 'town': 'Valdemoro', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28343', 'country': 'España', 'country_code': 'es'}",Calle Mallorca,,El Caracol
415,Toledo,Las Ventas de Retamosa,40.1570082,-4.1128442,"{'road': 'Calle Pilar', 'village': 'Las Ventas de Retamosa', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'country': 'España', 'country_code': 'es'}",Calle Pilar,,
416,Madrid,Madrid,40.4667197,-3.6300929,"{'road': 'Calle de El Pedernoso', 'quarter': 'Canillas', 'suburb': 'Hortaleza', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28043', 'country': 'España', 'country_code': 'es'}",Calle de El Pedernoso,Canillas,Hortaleza
417,Madrid,Colmenar Viejo,40.662446,-3.77434,"{'road': 'Calle Río Eresma', 'neighbourhood': 'Plaza de los Residenciales', 'town': 'Colmenar Viejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28770', 'country': 'España', 'country_code': 'es'}",Calle Río Eresma,Plaza de los Residenciales,El Mirador
418,Madrid,Madrid,40.3877769,-3.647613,"{'road': 'Calle Etna', 'quarter': 'Portazgo', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28018', 'country': 'España', 'country_code': 'es'}",Calle Etna,Portazgo,Puente de Vallecas
419,Madrid,San Sebastián de los Reyes,40.5474992,-3.6169124,"{'road': 'Avenida del Cerro del Águila', 'industrial': 'Polígono Industrial Zona Sur', 'town': 'San Sebastián de los Reyes', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28703', 'country': 'España', 'country_code': 'es'}",Avenida del Cerro del Águila,,Pol. Industrial sur
420,Madrid,Madrid,40.437054,-3.6453254,"{'house_number': '102', 'road': 'Calle de la Virgen de Lluc', 'quarter': 'Quintana', 'suburb': 'Ciudad Lineal', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28027', 'country': 'España', 'country_code': 'es'}",Calle de la Virgen de Lluc,Quintana,Ciudad Lineal
421,Madrid,Arganda,40.2983085,-3.4522637,"{'road': 'Avenida de Londres', 'town': 'Arganda del Rey', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28500', 'country': 'España', 'country_code': 'es'}",Avenida de Londres,,Centro
422,Madrid,Madrid,40.4125396,-3.6770413,"{'tourism': 'Jardines de Cecilio Rodríguez', 'road': 'Paseo del Uruguay', 'quarter': 'Jerónimos', 'suburb': 'Retiro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28009', 'country': 'España', 'country_code': 'es'}",Paseo del Uruguay,Jerónimos,Retiro
423,Toledo,Illescas,40.12629,-3.8484,"{'road': 'Calle La Paloma', 'town': 'Illescas', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45200', 'country': 'España', 'country_code': 'es'}",Calle La Paloma,,Parque - Ctra de Ugena
424,Madrid,Colmenarejo,40.5585061,-4.0155657,"{'house_number': '4', 'road': 'Calle Caracol', 'town': 'Colmenarejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28270', 'country': 'España', 'country_code': 'es'}",Calle Caracol,,
425,Guadalajara,Yebes,40.5943496,-3.107825,"{'road': 'Calle Lavanda', 'suburb': 'Valdeluz', 'village': 'Yebes', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'country': 'España', 'country_code': 'es'}",Calle Lavanda,,Valdeluz
426,Guadalajara,Alovera,40.5838746,-3.2499378,"{'road': 'Calle Thomas Edison', 'town': 'Alovera', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19208', 'country': 'España', 'country_code': 'es'}",Calle Thomas Edison,,
427,Madrid,Madrid,40.3824905,-3.7062754,"{'house_number': '23', 'road': 'Calle de Isidra Jiménez', 'quarter': 'Pradolongo', 'suburb': 'Usera', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28026', 'country': 'España', 'country_code': 'es'}",Calle de Isidra Jiménez,Pradolongo,Usera
428,Toledo,Las Ventas de Retamosa,40.1548085,-4.1129467,"{'road': 'Calle José Antonio', 'village': 'Las Ventas de Retamosa', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'country': 'España', 'country_code': 'es'}",Calle José Antonio,,
429,Madrid,Getafe,40.3035699,-3.7358627,"{'road': 'Calle del Ferrocarril', 'suburb': 'La Alhóndiga', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28904', 'country': 'España', 'country_code': 'es'}",Calle del Ferrocarril,,La Alhóndiga
430,Madrid,Valdemorillo,40.4988499,-4.0658113,"{'house_number': '23', 'road': 'Calle Huertos del Molino', 'town': 'Valdemorillo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'country': 'España', 'country_code': 'es'}",Calle Huertos del Molino,,Valdemorillo pueblo
431,Madrid,Campo Real,40.3387599,-3.3797774,"{'road': 'Carretera del Villar del Olmo', 'suburb': 'Montehermoso', 'town': 'Campo Real', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28510', 'country': 'España', 'country_code': 'es'}",Carretera del Villar del Olmo,,Montehermoso
432,Madrid,Madrid,40.4774266,-3.7156078,"{'house_number': '1', 'road': 'Plaza del Puerto de la Cruz', 'neighbourhood': 'Ciudad de los Periodistas', 'quarter': 'El Pilar', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28029', 'country': 'España', 'country_code': 'es'}",Plaza del Puerto de la Cruz,El Pilar,Fuencarral
433,Madrid,Aranjuez,40.0318018,-3.6022527,"{'road': 'Calle de Abastos', 'quarter': 'Casco Antiguo', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Calle de Abastos,Casco Antiguo,Centro
434,Madrid,San Sebastián de los Reyes,40.5503337,-3.6291068,"{'road': 'Calle Esperanza Abad', 'town': 'San Sebastián de los Reyes', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28700', 'country': 'España', 'country_code': 'es'}",Calle Esperanza Abad,,Centro Urbano
435,Madrid,Madrid,40.3422534,-3.6759117,"{'house_number': '60', 'road': 'Calle Berrocal', 'quarter': 'Butarque', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle Berrocal,Butarque,Villaverde
436,Madrid,Robledo de Chavela,40.4998294,-4.2391831,"{'road': 'Plaza Aurora', 'residential': 'Robledo de Chavela', 'village': 'Robledo de Chavela', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28294', 'country': 'España', 'country_code': 'es'}",Plaza Aurora,Robledo de Chavela,
437,Madrid,Alcorcón,40.3413409,-3.8274861,"{'building': 'Los Alfares - Salones de Bodas', 'house_number': '97', 'road': 'Calle Mayor', 'neighbourhood': 'Parque Mayor', 'borough': 'Casco Antiguo', 'city': 'Alcorcón', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28922', 'country': 'España', 'country_code': 'es'}",Calle Mayor,Parque Mayor,Centro
438,Madrid,Alcalá de Henares,40.5052934,-3.3833502,"{'road': 'Calle Magdaleno Garcia Alcalá', 'neighbourhood': 'Las Sedas', 'city_district': 'Distrito III', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28806', 'country': 'España', 'country_code': 'es'}",Calle Magdaleno Garcia Alcalá,Las Sedas,Las Sedas - El Olivar
439,Madrid,Alcalá de Henares,40.5061525,-3.3859746,"{'amenity': 'Centro Privado de Educación Infantil, Primaria y Secundaria San Gabriel', 'house_number': '10', 'road': 'Avenida de las Pasionistas', 'neighbourhood': 'El Olivar', 'city_district': 'Distrito III', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28806', 'country': 'España', 'country_code': 'es'}",Avenida de las Pasionistas,El Olivar,Las Sedas - El Olivar
440,Madrid,Madrid,40.4829488,-3.6891281,"{'amenity': 'Facultad de Medicina de la Universidad Autónoma de Madrid', 'road': 'Nudo Norte', 'neighbourhood': 'Begoña', 'quarter': 'Valverde', 'suburb': 'Fuencarral', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28034', 'country': 'España', 'country_code': 'es'}",Nudo Norte,Tres Olivos - Valverde,Fuencarral
441,Madrid,Madrid,40.442797,-3.6437942,"{'building': 'Bloque 1', 'house_number': '4', 'road': 'Calle de Hernández Iglesias', 'quarter': 'Concepción', 'suburb': 'Ciudad Lineal', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28027', 'country': 'España', 'country_code': 'es'}",Calle de Hernández Iglesias,Concepción,Ciudad Lineal
442,Madrid,Madrid,40.4267756,-3.7007304,"{'amenity': 'Malaica Café', 'house_number': '3', 'road': 'Calle de Churruca', 'neighbourhood': 'Chueca', 'quarter': 'Justicia', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28004', 'country': 'España', 'country_code': 'es'}","Calle de Churruca, 2",Chueca-Justicia,Centro
443,Madrid,Madrid,40.3474728,-3.6770211,"{'amenity': 'Escuela Infantil Privada Nemomarlin Butarque', 'house_number': '3', 'road': 'Calle Berrocal', 'quarter': 'Butarque', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle Berrocal,Butarque,Villaverde
